id,Dien_tich,So_phong,Vi_tri,Noi_dung_mo_ta,Gia_ty_vnd
193,194.0,2,Quan_11,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nở hậu, sổ đỏ, nội thất cao cấp.",42.91
194,249.6,7,Quan_8,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",30.77
195,305.3,6,Quan_Go_Vap,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",25.68
196,268.3,8,Quan_Phu_Nhuan,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp, sổ đỏ.",75.87
197,54.4,8,Quan_2,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ đỏ, nội thất cao cấp.",19.9
198,283.0,5,Quan_6,"Biệt thự nghỉ dưỡng, hồ bơi riêng, sân thượng view thoáng, sổ hồng, nở hậu, nội thất cao cấp.",46.63
199,232.6,1,Quan_3,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",72.22
200,165.9,4,Quan_5,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",30.79
201,45.2,1,Quan_5,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nở hậu, sổ hồng chính chủ.",10.28
202,198.9,7,Quan_4,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",30.45
203,85.6,4,Quan_11,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",12.2
204,316.1,6,Quan_1,"Biệt thự nghỉ dưỡng, hồ bơi riêng, sân thượng view thoáng, sổ hồng, nội thất cao cấp.",125.4
205,44.9,5,Huyen_Nha_Be,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ đỏ.",2.81
206,206.7,5,Huyen_Binh_Chanh,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nội thất cao cấp.",14.49
207,116.5,7,Quan_3,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",30.68
208,233.8,1,Quan_1,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nội thất cao cấp.",112.77
209,252.6,1,Quan_4,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ hồng chính chủ.",35.12
210,71.4,2,Quan_Binh_Thanh,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",11.19
211,188.1,7,Quan_2,"Nhà phố biệt lập, nội thất nhập khẩu, hầm xe 2 ô tô, sổ hồng chính chủ, nội thất cao cấp.",65.05
212,90.8,1,Quan_6,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",10.41
213,243.2,4,Quan_11,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",29.3
214,184.8,1,Quan_8,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nội thất cao cấp.",23.76
215,234.9,2,Quan_5,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ hồng chính chủ, nội thất cao cấp.",67.87
216,213.0,7,Quan_5,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nội thất cao cấp.",59.38
217,118.8,5,Quan_12,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",11.41
218,158.3,8,Quan_7,"Biệt thự nghỉ dưỡng, hồ bơi riêng, sân thượng view thoáng, sổ hồng, nở hậu, nội thất cao cấp.",43.77
219,310.7,7,Quan_8,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ đỏ.",31.02
220,60.8,1,Quan_5,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",12.19
221,31.4,2,Quan_3,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý.",6.73
222,152.8,7,Huyen_Nha_Be,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",8.19
223,172.2,8,Quan_11,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nở hậu, nội thất cao cấp.",34.66
224,255.7,6,Quan_Tan_Binh,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",42.66
225,263.6,8,Quan_2,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ đỏ.",49.83
226,129.7,3,Quan_Tan_Binh,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, sổ hồng chính chủ, nội thất cao cấp.",28.74
227,191.1,4,Quan_5,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu, nội thất cao cấp.",38.55
228,262.9,6,Quan_7,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",52.07
229,197.9,6,Quan_Tan_Binh,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, sổ hồng chính chủ, nội thất cao cấp.",47.59
230,257.2,4,Huyen_Hoc_Mon,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",10.28
231,34.6,6,Huyen_Nha_Be,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",2.39
232,267.4,6,Quan_3,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",97.33
233,186.1,2,Quan_Binh_Thanh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",23.67
234,46.9,3,Quan_4,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",8.01
235,204.2,7,Quan_6,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nở hậu, nội thất cao cấp.",35.39
236,39.6,8,Quan_4,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nội thất cao cấp.",10.02
237,313.2,8,Quan_11,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ, nội thất cao cấp.",37.19
238,162.2,4,Quan_Go_Vap,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ, nội thất cao cấp.",16.67
239,266.4,7,Quan_Tan_Binh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",43.57
240,68.5,8,Huyen_Hoc_Mon,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",5.1
241,271.1,5,Quan_5,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",50.81
242,179.2,7,Huyen_Nha_Be,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp, sổ hồng chính chủ.",13.97
243,280.9,6,Quan_11,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ, nội thất cao cấp.",37.53
244,228.7,1,Quan_12,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, sổ đỏ.",18.67
245,64.6,8,Quan_8,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nở hậu.",10.22
246,258.5,2,Quan_Thu_Duc,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",18.34
247,159.7,6,Quan_2,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",37.61
248,128.2,3,Huyen_Binh_Chanh,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nở hậu, sổ đỏ, nội thất cao cấp.",7.02
249,176.4,1,Quan_Phu_Nhuan,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",38.15
250,289.2,6,Quan_Phu_Nhuan,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",60.54
251,204.7,5,Huyen_Hoc_Mon,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ.",9.27
252,290.4,7,Quan_8,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu.",30.97
253,239.3,4,Quan_12,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",20.07
254,163.9,5,Quan_4,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",23.93
255,134.6,5,Quan_12,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",14.62
256,181.3,7,Quan_Tan_Binh,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nở hậu, sổ đỏ, nội thất cao cấp.",45.12
257,254.8,8,Quan_6,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ.",34.13
258,206.3,7,Quan_5,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu, sổ hồng chính chủ.",39.86
259,91.7,6,Quan_8,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",11.77
260,126.1,8,Quan_5,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích.",26.17
261,74.9,6,Quan_Thu_Duc,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",7.11
262,39.2,2,Quan_1,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ, nội thất cao cấp.",12.77
263,203.7,3,Huyen_Hoc_Mon,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",8.17
264,130.6,7,Quan_7,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, nở hậu.",28.3
265,69.0,2,Quan_Binh_Tan,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",5.94
266,276.4,6,Quan_2,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nội thất cao cấp.",67.37
267,134.9,6,Quan_3,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ đỏ.",31.43
268,314.6,3,Quan_2,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, nội thất cao cấp.",96.57
269,167.5,8,Quan_5,"Nhà phố biệt lập, nội thất nhập khẩu, hầm xe 2 ô tô, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",54.85
270,313.5,6,Quan_8,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",30.05
271,41.1,3,Huyen_Hoc_Mon,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu.",1.95
272,266.0,2,Quan_Tan_Binh,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",36.43
273,189.4,1,Quan_2,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện.",39.03
274,265.9,8,Quan_2,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ đỏ, nội thất cao cấp.",62.64
275,186.6,6,Quan_11,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",42.67
276,159.8,4,Quan_7,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",33.71
277,64.7,8,Quan_Thu_Duc,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, nội thất cao cấp.",9.84
278,76.2,3,Huyen_Nha_Be,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, nội thất cao cấp.",5.84
279,309.3,5,Quan_Tan_Binh,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, sổ hồng chính chủ, nội thất cao cấp.",71.83
280,211.6,4,Huyen_Binh_Chanh,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",8.69
281,190.9,7,Quan_Binh_Thanh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ đỏ, nội thất cao cấp.",27.66
282,226.6,3,Quan_11,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ, nội thất cao cấp.",30.31
283,139.7,5,Huyen_Binh_Chanh,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ.",6.91
284,281.3,8,Huyen_Hoc_Mon,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện.",10.49
285,80.2,3,Quan_3,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, nở hậu, sổ hồng chính chủ.",25.21
286,298.9,1,Quan_5,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý.",49.88
287,178.6,3,Quan_6,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu.",19.13
288,268.0,1,Huyen_Binh_Chanh,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",21.98
289,138.8,5,Quan_4,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, sổ hồng chính chủ, nội thất cao cấp.",32.05
290,49.3,2,Quan_Thu_Duc,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, nở hậu, nội thất cao cấp.",7.27
291,183.6,7,Quan_7,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",26.98
292,293.7,7,Quan_8,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",25.88
293,130.5,2,Quan_3,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",32.1
294,245.3,5,Quan_5,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nội thất cao cấp.",77.52
295,61.4,1,Quan_5,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ hồng chính chủ.",12.55
296,79.3,5,Quan_6,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",9.8
297,99.0,4,Quan_3,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu, sổ hồng chính chủ.",24.34
298,229.6,3,Quan_11,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ, nội thất cao cấp.",38.11
299,284.0,8,Quan_12,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nội thất cao cấp.",28.03
300,239.6,1,Quan_3,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý.",60.55
301,217.9,3,Quan_Binh_Tan,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",16.07
302,275.2,3,Quan_8,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ.",29.76
303,93.4,5,Quan_Binh_Tan,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",9.12
304,232.6,5,Quan_4,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",36.47
305,177.3,6,Quan_8,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, sổ đỏ.",14.42
306,71.4,2,Quan_6,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",6.83
307,199.7,3,Huyen_Nha_Be,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, nở hậu, sổ hồng chính chủ.",13.49
308,304.4,4,Quan_11,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",37.01
309,74.5,6,Quan_10,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",12.84
310,77.3,1,Quan_4,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",11.3
311,179.0,6,Quan_Phu_Nhuan,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện.",32.0
312,64.5,8,Quan_Phu_Nhuan,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",12.48
313,178.3,7,Quan_4,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, nở hậu.",36.58
314,247.7,7,Quan_Tan_Binh,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",42.95
315,245.6,8,Quan_4,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",47.17
316,262.3,3,Quan_1,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu, sổ hồng chính chủ.",79.19
317,42.0,3,Huyen_Hoc_Mon,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",2.05
318,75.0,1,Huyen_Hoc_Mon,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ đỏ.",2.91
319,296.2,5,Quan_3,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",68.17
320,56.4,2,Quan_Thu_Duc,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",6.58
321,167.7,4,Huyen_Nha_Be,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",8.33
322,224.7,4,Quan_8,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",20.51
323,188.6,3,Quan_3,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ đỏ.",56.7
324,86.0,4,Quan_10,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",16.58
325,275.2,6,Quan_2,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",55.55
326,180.1,7,Quan_2,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",42.8
327,54.7,6,Huyen_Nha_Be,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nở hậu.",4.39
328,277.0,5,Quan_Binh_Thanh,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",34.3
329,164.5,1,Quan_5,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, sổ hồng chính chủ, nội thất cao cấp.",51.18
330,39.1,2,Huyen_Nha_Be,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",2.35
331,126.5,7,Quan_10,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, nở hậu, nội thất cao cấp.",36.33
332,168.8,8,Quan_Thu_Duc,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, nở hậu, sổ đỏ.",19.5
333,72.8,4,Quan_3,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",18.18
334,79.2,1,Quan_6,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",14.46
335,40.9,7,Huyen_Binh_Chanh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ, nội thất cao cấp.",3.04
336,33.4,6,Quan_6,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",5.77
337,201.3,7,Huyen_Nha_Be,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",10.77
338,265.5,3,Quan_Thu_Duc,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",21.41
339,186.7,4,Quan_1,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",61.18
340,263.2,5,Huyen_Hoc_Mon,"Biệt thự mini, nội thất cao cấp, hồ bơi riêng, an ninh 24/7.",14.14
341,231.6,8,Quan_10,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp, sổ hồng chính chủ.",55.05
342,69.5,8,Quan_3,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý.",19.06
343,103.6,7,Quan_2,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nở hậu, nội thất cao cấp.",45.44
344,97.9,1,Quan_Go_Vap,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",9.12
345,244.7,2,Quan_2,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",51.87
346,197.5,7,Quan_10,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ hồng chính chủ, nội thất cao cấp.",53.67
347,124.8,1,Huyen_Hoc_Mon,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",7.12
348,262.6,8,Quan_Binh_Thanh,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nội thất cao cấp.",66.39
349,192.2,6,Quan_7,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ, nội thất cao cấp.",30.64
350,136.8,3,Quan_Thu_Duc,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",11.55
351,250.9,3,Quan_Binh_Tan,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ đỏ, nội thất cao cấp.",20.18
352,193.4,7,Quan_2,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",43.41
353,163.1,1,Quan_3,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nội thất cao cấp.",37.48
354,308.4,2,Quan_7,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",89.56
355,245.1,6,Quan_Phu_Nhuan,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",40.38
356,291.2,6,Quan_Binh_Thanh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ đỏ.",48.06
357,308.1,1,Quan_Go_Vap,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",24.85
358,296.1,3,Quan_10,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nở hậu, nội thất cao cấp.",82.85
359,241.6,6,Quan_7,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, nội thất cao cấp.",66.36
360,255.1,6,Quan_3,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu.",65.38
361,37.1,3,Quan_Thu_Duc,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",3.34
362,68.7,6,Quan_Tan_Binh,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",17.06
363,168.9,4,Quan_7,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",30.31
364,81.2,6,Quan_Binh_Thanh,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",14.94
365,71.0,2,Quan_Binh_Thanh,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",16.46
366,164.0,6,Quan_Go_Vap,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp, sổ hồng chính chủ.",28.41
367,197.0,1,Quan_Tan_Binh,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",29.8
368,280.0,1,Quan_Binh_Thanh,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",35.91
369,83.7,8,Quan_6,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",9.03
370,94.7,5,Quan_11,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nội thất cao cấp.",12.78
371,50.9,7,Quan_5,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư.",10.79
372,63.9,3,Huyen_Binh_Chanh,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu, sổ hồng chính chủ.",3.78
373,295.5,6,Huyen_Nha_Be,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nội thất cao cấp.",23.68
374,308.6,5,Quan_Phu_Nhuan,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, sổ đỏ, nội thất cao cấp.",53.02
375,93.1,4,Huyen_Hoc_Mon,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nội thất cao cấp.",5.01
376,82.0,1,Quan_6,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",9.29
377,169.5,6,Huyen_Hoc_Mon,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư.",7.18
378,214.2,1,Quan_Thu_Duc,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ đỏ.",16.89
379,81.0,8,Quan_2,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",22.94
380,51.7,2,Quan_Go_Vap,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, sổ hồng chính chủ, nội thất cao cấp.",7.72
381,285.4,2,Quan_7,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nội thất cao cấp.",53.47
382,205.6,3,Quan_Thu_Duc,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",15.4
383,148.8,5,Quan_2,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",32.66
384,204.4,8,Quan_1,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nội thất cao cấp.",91.01
385,266.9,4,Huyen_Binh_Chanh,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, sổ hồng chính chủ, nội thất cao cấp.",16.89
